codigo;descripcion;capitulo;seccion;uEspecialista;uAyudantes;uAnestesista;cantidadAyudantes;gastos;total;notas
12.33.32;PTP.C3.16 Injerto libre de piel como único tratamiento.;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;180;36;;1;;8769.6;25,25
12.33.33;PTP.C3.17 Tenosinovectomías en gral. a cielo abierto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;180;36;;1;;8769.6;25,25
12.33.34;PCM.C3.01 Biopsias a cielo abierto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;180;36;;1;;8769.6;25,25
12.33.35;PCM.C3.02 Reducción luxación de RTC o RPC;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;180;36;;1;;8769.6;25,25
12.33.36;PCM.C3.03 Resección tumores partes blandas extraaponeur;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;180;36;;1;;8769.6;25,25
12.33.41;Punción biopsia;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;180;36;;1;;8769.6;25,25
12.34.02;MS.C4.02 Sindrome del tunel carpeano;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.03;MS.C4.03 Osteosíntesis de fracturas diafisarías MCP;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.04;MS.C4.04 Osteosíntesis clávicula, cúbito o radio;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.08;MS.C4.08 Tenosinovectomía digito palmar;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.09;MS.C4.09 Extracción material osteosíntesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.10;MS.C4.10 Resección ósea por osteomielitis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.12;MS.C4.12 Plástica dedo en boutonnier;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.13;MS.C4.13 Colgajos homodigitales, zetaplástias o colgajo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.14;MS.C4.14 Tumores partes blandas subaponeuróticas;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.15;MS.C4.15 Tenorrafia tendon extensor + de 2 aumenta cate;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.22;MS.C4.22 Artrodesis IFP o IFD;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.24;MS.C4.24 Drenaje de infección o absceso profundo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.27;RO.C4.03 Resección de tumores de partes blandas;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.28;RO.C4.04 Sutura en agudo de ligamento lateral;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.29;RO.C4.05 Osteosíntesis de rótula (inc. yeso);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.32;RO.C4.08 Extracción de cuerpo extraño profundo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.35;PTP.C4.03- POLIDACTILEA SIMPLE;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.36;PTP.C4.04 Osteosíntesis falanges, metatarsianos.Hasta 2;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;2;;15346.8;25,25
12.34.37;PTP.C4.05 Osteosíntesis unimaleolares, de perone o tibi;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.38;PTP.C4.06 Extracción material de osteosíntesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.38;PTP.C4.06 Extracción material de osteosíntesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;2;;15346.8;25,25
12.34.41;PTP.C4.09 Tumores de partes blandas subaponeuóticos;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.42;PTP.C4.10 Secuestrectomía o extracción de cuerpo extrañ;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.43;PTP.C4.11 Tratamiento de la fractura expuesta, sin oste;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.44;PTP.C4.12 Sutura en agudo de ligamentos del tobillo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.47;PTP.C4.15 Tenosinovectomía a cielo ab. del Aquiles;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.49;PTP.C4.17AMPUTACION DE HALLUX UNO O MAS RAYOS LATERAL;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.51;PCM.C4.01 Tratamiento incrutento de la Luxación;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.52;PCM.C4.02 Extracción material de osteosíntesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.53;PCM.C4.03 Extracción tumor partes blandas subaponeurótt;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.54;PCM.C4.04 Amputación;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.34.57;CO.C4.01 Biopsia a cielo abierto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.35.01;MS.C5.01 Osteosíntesis biosea de antebrazo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.02;MS.C5.02 Epineurectomías. Endoneurolisis en gral.;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;2;;21599.2;25,25
12.35.03;MS.C5.03 Amputaciones en mano, antebrazo y brazo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.05;MS.C5.05 Enfermedad de Dupuytren MCF mas IF;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.06;MS.C5.06 Tenolisis. Epicondilitis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.07;MS.C5.07 Tenorrafia de flexores en Tierra de Nadie;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.09;MS.C5.09 Osteosíntesis fracturas intraarticulares en ma;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.09;MS.C5.09 Osteosíntesis fracturas intraarticulares en ma;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;2;;21599.2;25,25
12.35.11;MS.C5.11 Osteosíntesis fractura de húmero (diafisarias);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.12;MS.C5.12 Fractura expuesta en mano. Trat. completo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.14;MS.C5.14 Artrodesis trapecio metacarpiano;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.16;MS.C5.16 Osteotomías en mano o antebrazo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.17;MS. C5.17 Artroscopia x resección radio cubital;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.25;MS.C5.25 Resección tumores óseos benignos;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.26;MS.C5.26 Tratamiento de la Tortícolis congénita;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.27;MS.C5.27 Resecciones tumorales cavitarias;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;350;76;;1;;17295.6;25,25
12.35.28;MS.C5.28 Síndrome túnel carpiano complejo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.29;MS.C5.29- TENORRAFIA TENDON FLEXOR;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.32;RO.C5.04 Plasticas ligamentarias extraarticulares;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.35.37;RO.C5.09 Sinovectomía a cielo abierto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.38;RO.C5.09 Sinovectomía a cielo abierto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.39;RO.C5.11 Toillete RTC infectado sin retiro de prótesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.40;PTP.C5.01 Osteosintesis de mas de 2 falanges o metatars;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.41;PTP.C5.02 Osteosíntesis bimaleolar, tibia y peroné (ByC;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;2;;21599.2;25,25
12.35.42;PTP.C5.03 Tratamiento del Hállux valgo simple;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.43;PTP.C5.04 pie equino ( alargamiento del aquiles y fásci;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;270;54;;1;;13154.4;25,25
12.35.45;PTP.C5.06 Artrodesis pie (medio y/o retropie);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.49;PTP.C5.10 Plástica de tendon de aquiles;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.50;PTP.C5.11 Resección/ curetaje tumor òseo benigno;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.51;PTP.C5.12 Sindactileas complejas;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.52;PTP.C5.12 Sindactileas complejas;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.53;PTP. C5.13 Pie Plano Adquirido del Adulto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.54;PTP.C5.15 Artroscopia simple de tobillo y pie;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.57;PTP.C5.18 Amputacion de retropie, tobillo o infrapatela;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.58;PTP C5.19 - neurorrafia nervios perif.de troncos termin;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.62;PCM.C5.01 Tratamiento del foco osteomielítico;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.63;PCM.C5.02 - Trat.quir. ramas del plexo lumbosacro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.64;PCM.C503 Sinovectomía de cadera;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.66;PCM.C5.05 Toillete RTC infectado sin retiro de pròtesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.67;PCM.C5.05 Toillete RTC infectado sin retiro de prótesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.35.69;CO.C5.03 Toillette quirúrgica en infecciones, sin retir;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;380;76;;1;;18513.6;25,25
12.36.02;MS.C6.02 Artroscopia simple de muñeca;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.05;MS.C6.05 Artroplastía no protesica de codo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.07;MS.C6.07 Tratamiento de la luxación inv. acromio/clavic;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.11;MS.C6.11 Fracturas expuestas de húmero y antebrazo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.16;MS.C6.16 Sindactílea compleja;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.17;MS.C6.17- Polidactílea Compleja (2 o+dedos aument.cat.);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.21;MS.C6.21 Reparación manguito rotador en hombro a cielo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.23;MS.C6.23 LIBERACION ARTICULAR DEL HOMBRO;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.28;MS.C6.28 Resecciones tumorales òseas segmentarias;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.29;MS.C6.29 Artroscopía simple de Hombro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.31;Ms.C6. 31 Pseudoartrosis de escafoides;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.36;MS.C6.36 Osteosíntesis hombro (extraarticular) o supra;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.37;RO.C6.01 Osteosíntesis de un platillo tibial;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.39;RO.C6.03 Osteotomía valguizante de tibia;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.39;RO.C6.03 Osteotomía valguizante de tibia;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.40;RO.C6.04 Artroscopia simple;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.46;PTP.C6.04 Tratamiento Hallux valgo complejo (partes bla;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.47;PTP.C6.05 Resección osea en Pandiafisitis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.49;PTP.C6.07 Osteosíntesis trimaleolar de tobillo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.50;PTP.C6.08 Artrodesis de tobillo a cielo abierto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.52;PTP.C6.10 Osteosintesis pilon tibial;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.54;PTP. C6.121 -trat.quirurgico de la metatarsalgia centra;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.57;PTP C6.15 Artroscopia simple de tobillo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.58;PCM.C6.01 Artroscopía de cadera;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.59;PCM.C6.02 Osteosíntesis de Fémur (excepto cadera);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.60;PCM.C6.03 Resección tumor cavitario con relleno injerto;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;1;;21924;25,25
12.36.61;PCM.C604 REEMPLAZO PARCIAL DE CADERA;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.63;CO.C6.01 Retiro de material de osteosíntesis correspond;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.36.64;CO.C6.02 Toillete quirúrgica en infecciones con retiro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;450;90;;2;;25578;25,25
12.37.06;MS.C7.06- RESECCIÓN ONCOLOGICAS DE TUMORES MALIGNOS;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.13;MS.C7.13 Trat. del traumatismo grave Grado I de Miembro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.14;MS.C7.14 Artroscopía compleja de hombro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.15;MS.C7.15 Pseudoartrosis biòsea de antebrazo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.18;MS.C7.18 Osteosíntesis con compromiso intraarticular;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.20;RO.C7.02 Artroscopia de rodilla Compleja ( LCA , LCP);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.22;RO.C7.04 Osteosíntesis de ambos platillos;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.23;PTP.C7.01 Fractura expuesta de pierna + osteosíntesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.27;PTP.C7.05 Tratamiento Hállux valgo complejo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.28;PTP.C7.06 Artroscopia compleja de tobillo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.29;P+P C7 .08. triple artrodesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.30;PTP.C7.09 Resección oncológica q comprometa un;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.32;PCM.C7.01 Osteosíntesis de cadera o supra / intercondil;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.33;PCM.C7.02.osteotomia de cadera o femur distal;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.37;PCM.C7.06 Fracturas peri protésicas sin revisión protés;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.39;PCM. C7.08 - Resección oncologica de tumor;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.37.41;CO.C7.01 Disectomía Lumbar simple x vía posterior;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;700;140;;2;;39788;25,25
12.38.01;MS.C8.01-reemplazo protésico de hombro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.08;MS.C8.08 Trat. del Traumatismo grave grado II;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.11;RO.C8.02 Revisión artroscópica (LCA-LCP);12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;1;;43848;25,25
12.38.12;RO.C8.03 RTR o undicondular;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.16;PTP.C8.03-ARTRODESIS PANASTRAGALINA;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.17;PTP.C8.04 Tratamiento del pie plano complejo adquirido;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.18;PCM.C8.01 OSTEOSINTESIS MACIZO ACETABULAR X UNICA VIA;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.19;PCM.C8.02 Extracción prot. cadera;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.22;PCM.C8.05 Osteotomía de pelvis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.23;PCM.C8.06 Artroplastía total de cadera;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.25;PCMC08.08 Resección oncológica tumores malignos;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.27;CO.C8.02 Espondilolistesis, artrodesis instrumentada;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.38.28;CO.C8.03 Canal estrecho degenerativo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;900;180;;2;;51156;25,25
12.39.03;MS.C9.03 Injertos libres vascularizados;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.05;presupuesto aut. Dr. Schroh Ruben 26/11/10;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;8534;;;;;84145.2;11
12.39.08;MS.C9.09 revisión artroplastía protésica de hombro;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.09;RO.C9.01 Revisión RTR en un tiempo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.10;RO.C9.02 1º tiempo reconversión de RTR inf. + espaciado;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.13;P+P C9.01 REVISIÓN ARTROPLASTIA;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.15;PTP.C9.03 Colgajos libres Vascularizados.c/s neurorrafi;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.18;PCM.C9.02 Revisión protèsica en un tiempo;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.19;PCM.C9.03 FRACTURA PERI PROTESICA CON REV. DE LA PROTES;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.20;PCM.C9.04 PRIMER TIEMPO DE RECON. PROTESIS INFEC;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.21;PCM.C9.05 2do tiempo de reconversión protésica infectad;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.22;PCM.C9.06 RTC primario en displastias de cadera con pla;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.23;PCM.C9.07 Resección oncológica con reconstrucción;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.24;CO.C9.01- CANAL ESTRECHO DEGENERATIVO;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.25;CO.C9.02 espondiolisis artrodesis;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.26;CO.C9.03- DISECTOMIA CERVICAL;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.27;CO.C9.C04 disectomia lumbar;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.30;CO.C9.07 Artrodesis cervical anterior c/ instrumentació;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.33;CO.C9.11 Artrodesis lumbar anterior con y sin instrumen;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.39.34;CO.C9.12-artrodesis 360° en 1 o + niveles p/via pos t.;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;1250;250;;2;;71050;25,25
12.40.16;Disp.N° 946/12 Afil.CHAVES PATRICIA IRENE;12;YESO, VENDAJES Y TRACCIONES CONTINUAS.;12250;;;;;120785;11
13.01.01;Escisión de quiste dermoideo sacrocoxígeo;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;80.25;30;80.25;1;141;13141.3;01,01,01,02
13.01.02;ESCISION AMPLIA DE LESION DE PIEL COMPRENDIENDO ESTRUCT;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;61.5;30;80.25;1;120;11063.6;01,01,01,02
13.01.03;ESCISION RADICAL DE ANGIOMA CAVERNOSO MAYOR DE 5 CM. DE;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;80.25;30;80.25;1;177;15040.6;01,01,01,02
13.01.04;ESCISION LOCAL DE LESION DE PIEL O GLANDULA DE PIEL CIC;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;21.75;;;;45;3499.11;01,01,01,02
13.01.05;INCISION Y DRENAJE DE ABSCESO SUPERFICIAL, HIDROSADENIT;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;12.75;;;;26;2031.19;01,01,01,02
13.01.06;DESTRUCCION DE LESION DE PIEL (VERRUGA, QUERATOSIS SENI;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;9;;;;26;1837.24;01,01,01,02
13.01.07;DESTRUCCION DE LESION DE PIEL (VERRUGA, QUERATOSIS SENI;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;12.75;;;;45;3033.63;01,01,01,02
13.01.08;BIOPSIA DE PIEL Y/O TEJIDO CELULAR SUBCUTANEO Y/O MUSCU;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;12.75;;;;26;2031.19;01,01,01,02
13.01.09;ESCISION DE UÑA LECHO O REPLIEGUE UNGUEAL.;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;21.75;;;;26;2496.67;01,01,01,02
13.01.10;SUTURA DE HERIDA.;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;30;;;;45;3925.8;01,01,01,02
13.01.12;ESCISION DE TUMOR DE TEJIDO CELULAR SUBCUTANEO (LIPOMA;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;21.75;;;;47;3604.63;01,01,01,02
13.01.13;ESCISION DE LIPOMA GIGANTE (CON RECONOCIMIENTO PREVIO D;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;61.5;30;80.25;1;118;10958.1;01,01,01,02
13.01.14;INCISION Y DRENAJE DE ABSCESO PROFUNDO SUBAPONEUROTICO.;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;30;;;;45;3925.8;01,01,01,02
13.01.15;IMPLANTACION DE "PELLETS" EN TEJIDO SUBCUTANEO.;13;OPERACIONES EN LA PIEL Y TEJIDO SUBCUTANEO;;;;;26;1371.76;01,01,01,02
