codigo;descripcion;capitulo;seccion;uEspecialista;uAyudantes;uAnestesista;cantidadAyudantes;gastos;total;notas
08.05.10;CIRUJANO VIA PERINEAL.;08;OPERACIONES EN EL COLON Y RECTO;252.75;51;;1;;15710;01,01,01,02
08.05.10;PROCTOSIGMOIDECTOMIA ABDOMINOPERINEAL EFECTUADA POR DOS;08;OPERACIONES EN EL COLON Y RECTO;372.75;74.25;212.25;1;372;42745.6;01,01,01,02
08.05.11;PROTECTOMIA.;08;OPERACIONES EN EL COLON Y RECTO;252.75;51;104.25;1;268;29849.6;01,01,01,02
08.05.12;PROTECTOMIA CON PROSTATECTOMIA O COLPECTOMIA.;08;OPERACIONES EN EL COLON Y RECTO;303;61.5;127.5;2;318;38810.4;01,01,01,02
08.05.13;RECTOTOMIA, SIGMOIDOTOMIA (POR VIA ABDOMINAL) CON O SIN;08;OPERACIONES EN EL COLON Y RECTO;201.75;39.75;87;1;225;24361.4;01,01,01,02
08.05.14;PROCTOTOMIA CON DESCOMPRESION (ANO IMPERFORADO).;08;OPERACIONES EN EL COLON Y RECTO;101.25;30;80.25;1;179;16232.3;01,01,01,02
08.05.15;DESCENSO TRANSANAL (ATRESIA ANO RECTAL) POR VIA PERINEA;08;OPERACIONES EN EL COLON Y RECTO;252.75;51;127.5;1;266;29744.1;01,01,01,02
08.05.16;OPERACION PLASTICA EN MALFORMACIONES CONGENITAS ANORECT;08;OPERACIONES EN EL COLON Y RECTO;531.75;106.5;239.25;2;366;57828.6;01,01,01,02
08.05.17;CIRUJANO VIA PERINEAL.;08;OPERACIONES EN EL COLON Y RECTO;201.75;39.75;239.25;1;372;32117.1;01,01,01,02
08.05.17;OPERACIONES PLASTICAS EN MALFORMACIONES CONGENITAS ANOR;08;OPERACIONES EN EL COLON Y RECTO;425.25;84.75;239.25;1;372;46003.9;01,01,01,02
08.05.18;PROCTORRAFIA.;08;OPERACIONES EN EL COLON Y RECTO;201.75;39.75;87;2;220;26153.5;01,01,01,02
08.05.19;PROCTOPEXIA. PROLAPSO DE RECTO VIA ABDOMINAL (OPERACION;08;OPERACIONES EN EL COLON Y RECTO;252.75;51;104.25;2;225;30218.7;01,01,01,02
08.05.20;CONFECCION O CIERRE DE FISTULA RECTOVESICAL, RECTOURETR;08;OPERACIONES EN EL COLON Y RECTO;252.75;51;104.25;2;225;30218.7;01,01,01,02
08.05.21;COLOSTOMIA TEMPORARIA O DEFINITIVA (COMO UNICA INTERVEN;08;OPERACIONES EN EL COLON Y RECTO;228;45;104.25;1;178;23510.8;01,01,01,02
08.05.22;OPERACION PLASTICA EN COLOSTOMIA (COMO UNICA INTERVENCI;08;OPERACIONES EN EL COLON Y RECTO;61.5;30;80.25;1;125;11327.4;01,01,01,02
08.05.23;DRENAJE DE ABSCESSO PERIRRECTAL O DE ABSCESO DE DOUGLAS;08;OPERACIONES EN EL COLON Y RECTO;39.75;;;;89;6751.51;01,01,01,02
08.05.24;APENDICECTOMIA VLP;08;OPERACIONES EN EL COLON Y RECTO;1239.67;;;1;;12223.1;11
08.05.25;EXTRACCION INSTRUMENTAL DE FECALOMAS INACCESIBLES, CON;08;OPERACIONES EN EL COLON Y RECTO;119.25;;80.25;;49;8752.85;01,01,01,02
08.05.26;EXTRACCION MANUAL DE FECALOMA.;08;OPERACIONES EN EL COLON Y RECTO;39.75;;;;7;2425.19;01,01,01,02
08.05.40;APENDICECTOMIA VLP;08;OPERACIONES EN EL COLON Y RECTO;;1;;1;;51.72;01
08.06.01;ANOPLASTIA (ESTENOSIS) CON O SIN ESFINTEROTOMIA O ESFI;08;OPERACIONES EN EL ANO;80.25;30;80.25;1;120;12033.3;01,01,01,02
08.06.02;ANOPLASTIA POR ESTENOSIS CON DESLIZAMIENTO DE COLGAJOS;08;OPERACIONES EN EL ANO;201.75;39.75;87;1;120;18821.6;01,01,01,02
08.06.03;ESFINTEROPLASTIA TIPO PICKREL O SIMILAR. INCLUYE EVENTU;08;OPERACIONES EN EL ANO;372.75;74.25;132.75;2;222;38671.8;01,01,01,02
08.06.04;ESFINTEROPLASTIA TIPO PLICATURA O SIMILAR. ESFIN;08;OPERACIONES EN EL ANO;119.25;30;80.25;1;120;14050.4;01,01,01,02
08.06.05;CERCLAJE DE ANO.;08;OPERACIONES EN EL ANO;39.75;30;80.25;1;55;6509.27;01,01,01,02
08.06.06;HEMORROIDECTOMIA (CON O SIN FISURA ANAL).;08;OPERACIONES EN EL ANO;80.25;30;80.25;1;120;12033.3;01,01,01,02
08.06.07;TROMBECTOMIA, INFARTECTOMIA (TROMBOSIS HEMORRODARIA).;08;OPERACIONES EN EL ANO;21.75;;;;26;2496.67;01,01,01,02
08.06.08;TRATAMIENTO QUIRURGICO DEL PROLAPSO MUCOSO (OPERACION D;08;OPERACIONES EN EL ANO;101.25;30;80.25;1;120;13119.5;01,01,01,02
08.06.09;TRATAMIENTO DE LAS HEMORROIDES CON LIGADURA ELASTICA.;08;OPERACIONES EN EL ANO;39.75;;;;26;3427.63;01,01,01,02
08.06.10;TRATAMIENTO ESCLEROSANTE EN HEMORROIDES (POR SESION). M;08;OPERACIONES EN EL ANO;12.75;;;;7;1028.75;01,01,01,02
08.06.11;FISTULECTOMIA O FISTULOTOMIA (FISTULA DEL CANAL ANAL O;08;OPERACIONES EN EL ANO;101.25;30;80.25;1;120;13119.5;01,01,01,02
08.06.12;FISURECTOMIA, CRIPTECTOMIA O PAPILECTOMIA CON O SIN ESF;08;OPERACIONES EN EL ANO;39.75;30;80.25;1;57;6614.79;01,01,01,02
08.06.13;ESFINTEROTOMIA O ESFINTERECTOMIA (COMO UNICA OPERACION);08;OPERACIONES EN EL ANO;39.75;30;80.25;1;57;6614.79;01,01,01,02
08.06.14;ESCISION DE LESION DE PIEL PERIANAL (CUERPOS CUTANANEOS;08;OPERACIONES EN EL ANO;21.75;;;;26;2496.67;01,01,01,02
08.06.15;FULGURACION RADICAL DE CONDILOMAS ACUMINADOS VOLUMINOSO;08;OPERACIONES EN EL ANO;26.25;;;;45;3731.85;01,01,01,02
08.06.16;INCISION Y DRENAJE DE ABSCESO PERIANAL.;08;OPERACIONES EN EL ANO;30;;;;45;3925.8;01,01,01,02
08.06.17;TRATAMIENTO RADICAL DEL ABSCESO PERIANAL CON RESECCION;08;OPERACIONES EN EL ANO;61.5;30;80.25;1;120;11063.6;01,01,01,02
08.06.18;Tratamiento de lesiones rectoanales con ultrasonido;08;OPERACIONES EN EL ANO;;1;;1;;51.72;01
08.07.01;LOBECTOMIA HEPATICA.;08;OPERACIONES EN EL HIGADO;797.25;159;239.25;2;366;76990.9;01,01,01,02
08.07.02;SEGMENTECTOMIA HEPATICA.;08;OPERACIONES EN EL HIGADO;478.5;95.25;186;2;318;51378.4;01,01,01,02
08.07.03;HEPATECTOMIA PARCIAL. ESCISION RADICAL DE LESION DE HIG;08;OPERACIONES EN EL HIGADO;303;61.5;127.5;2;268;36172.4;01,01,01,02
08.07.04;HEPATOSOTOMIA (MARSUPIALIZACION DE QUISTES: HIDATIDICOS;08;OPERACIONES EN EL HIGADO;252.75;51;104.25;2;225;30218.7;01,01,01,02
08.07.05;SUTURA DE HIGADO (POR TRAUMATISMO, HERIDA, DESGARRO, ET;08;OPERACIONES EN EL HIGADO;201.75;39.75;87;2;223;26311.7;01,01,01,02
08.07.06;BIOPSIA DE HIGADO POR LAPARATOMIA.;08;OPERACIONES EN EL HIGADO;178.5;34.5;80.25;1;220;22623.6;01,01,01,02
08.07.07;PUNCION DE HIGADO (PERCUTANEA).;08;OPERACIONES EN EL HIGADO;39.75;;;;45;4430.07;01,01,01,02
08.07.08;COLECISTOSTOMIA.;08;OPERACIONES EN EL HIGADO;201.75;39.75;87;2;220;26153.5;01,01,01,02
08.07.09;COLECISTECTOMIA VLP SIMPLE;08;OPERACIONES EN EL HIGADO;2090.91;;;2;;20616.4;11
08.07.10;SECCION DE AMPOLLA DE VATER, TRANSDUODENAL. PAPILOTOMIA;08;OPERACIONES EN EL HIGADO;372.75;74.25;132.75;2;356;45741.6;01,01,01,02
08.07.11;COLEDOCOTOMIA (COMO UNICO TRATAMIENTO).;08;OPERACIONES EN EL HIGADO;279;55.5;127.5;2;271;34468.8;01,01,01,02
08.07.12;ANASTOMOSIS BILIODIGESTIVAS SIMPLES (COLECISTOYEYUNOSTO;08;OPERACIONES EN EL HIGADO;372.75;74.25;132.75;2;356;45741.6;01,01,01,02
08.07.13;ANASTOMOSIS BILIODIGESTIVAS COMPLEJAS (HEPATOYEYUNOSTOM;08;OPERACIONES EN EL HIGADO;531.75;106.5;186;2;367;57881.4;01,01,01,02
08.07.14;OPERACIONES REPARADORAS DE LA VIA BILIAR POR LESION QUI;08;OPERACIONES EN EL HIGADO;1400;;;;;13804;11
08.07.15;EXTRACCION INSTRUMENTAL COMPLETA DE CALCULOS COLEDOCIAN;08;OPERACIONES EN EL HIGADO;201.75;;;;26;11806.3;01,01,01,02,32
08.07.18;Biopsia de higado por videolaparoscopia;08;OPERACIONES EN EL HIGADO;;1;;1;;51.72;01
08.07.20;Dilatacion de via biliar percutanea;08;OPERACIONES EN EL HIGADO;;1;;1;;51.72;01
08.07.22;CVolangiopancreatectografia retrograda endoscopica;08;OPERACIONES EN EL HIGADO;;1;;1;;9.86;11
08.07.23;Papilotomia y esfinterotomia endoscopica con;08;OPERACIONES EN EL HIGADO;;1;;1;;51.72;01
08.08.01;DUODENOPANCREATECTOMIA.;08;OPERACIONES EN EL PANCREAS;797.25;159.75;239.25;2;366;77068.5;01,01,01,02
08.08.02;ANASTOMOSIS PANCREATICODIGESTIVAS (PANCREATICOGASTROTOM;08;OPERACIONES EN EL PANCREAS;425.25;84.75;159.75;2;273;45163.9;01,01,01,02
08.08.03;ESCISION LOCAL DE LESION DE PANCREAS (ADENOMA-SECUESTRE;08;OPERACIONES EN EL PANCREAS;303;61.5;127.5;2;271;36330.7;01,01,01,02
08.08.04;ESCISION CORPOROCAUDAL. ESPLENOPANCREATECTOMIA CORPOROC;08;OPERACIONES EN EL PANCREAS;425.25;84.75;159.75;2;271;45058.4;01,01,01,02
08.08.05;SUTURA DE PANCREAS (HERIDA - TRAUMATISMO). BIOPSIA DE P;08;OPERACIONES EN EL PANCREAS;201.75;39.75;87;2;223;26311.7;01,01,01,02
08.09.01;ESPLENECTOMIA (COMO UNICA INTERVENCION).;08;OPERACIONES EN EL BAZO;303;61.5;127.5;2;228;34062;01,01,01,02
08.09.02;PUNCION ESPLENICA PERCUTANEA, ESPLENO-PORTOGRAFIA.;08;OPERACIONES EN EL BAZO;39.75;;;;45;4430.07;01,01,01,02
08.10.01;Transplante hepatico ( parcial) de donante vivo;08;OPERACIONES EN EL BAZO;;1;;1;;51.72;01
08.10.02;Transplante hepatico (parcial) de donante cadaverico;08;OPERACIONES EN EL BAZO;;0.01;;1;;0.52;01
08.10.03;Transplante hepatico total;08;OPERACIONES EN EL BAZO;;1;;1;;51.72;01
08.50.00;Mod. hon. quirúrgico;08;OPERACIONES EN EL BAZO;5000;;;;;26050;38
08.70.06;Biopsia hepática videolaparoscópica;08;OPERACIONES EN EL BAZO;800;;;;;7888;11
09.01.01;LINFADENECTOMIA CERVICAL, AXILAR O INGUINAL RADICAL, UN;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;228;45;104.25;2;223;28212.4;01,01,01,02
09.01.02;LINFADENECTOMIA CERVICAL, AXILAR O INGUINAL RADICAL, BI;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;372.75;74.25;132.75;2;228;38988.3;01,01,01,02
09.01.03;ESCISION DE LESION DE CONDUCTOS LINFATICOS (LINFANGIOMA;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;303;61.5;127.5;2;220;33639.9;01,01,01,02
09.01.04;DRENAJE DE SENO LINFATICO - DERIVACION.;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;252.75;51;104.25;2;223;30113.2;01,01,01,02
09.01.05;LINFADENECTOMIA - BIOPSIA DE GANGLIO LINFATICO.;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;39.75;30;;1;45;5981.67;01,01,01,02
09.01.06;LINFADENECTOMIA.;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;12.75;;;;45;3033.63;01,01,01,02
09.01.07;BIOPSIA DE GANGLIO LINFATICO POR PUNCION.;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;;;;;26;1371.76;01,01,01,02
09.01.08;DISECCION QUIRURGICA PARA LINFOADENOGRAFIA (LINFOCLISIS;09;OPERACIONES EN LOS VASOS Y GANGLIOS LINFATICOS;61.5;30;;1;89;9428.02;01,01,01,02
10.01.01;NEFRECTOMIA TOTAL, CUALQUIERA FUERA LA VIA UTILIZADA.;10;OPERACIONES EN EL RIÑON Y URETER;303;61.5;127.5;2;271;36330.7;01,01,01,02,01
10.01.02;NEFRECTOMIA PARCIAL.;10;OPERACIONES EN EL RIÑON Y URETER;372.75;74.25;132.75;2;271;41257;01,01,01,02,01
10.01.03;NEFROURETERECTOMIA TOTAL CON CISTECTOMIA PARCIAL.;10;OPERACIONES EN EL RIÑON Y URETER;425.25;84.75;159.75;2;356;49543;01,01,01,02,01
10.01.04;NEFROTOMIA, NEFROSTOMIA, NEFROPEXIA.;10;OPERACIONES EN EL RIÑON Y URETER;201.75;39.75;87;2;226;26470;01,01,01,02,01
10.01.05;CIRUGIA VASCULORRENAL (ANEURISMA, FISTULA, BY-PASS ESTE;10;OPERACIONES EN EL RIÑON Y URETER;425.25;84.75;159.75;2;276;45322.2;01,01,01,02
10.01.06;TRANSPLANTE RENAL (CON AUTORIZACION ESPECIAL DE LA OBRA;10;OPERACIONES EN EL RIÑON Y URETER;23912.2;;;;4500;1.47416e+06;01,01,01,02
10.01.07;LUMBOTOMIAS (EXPLORADORA, DRENAJE PERIRRENAL, BIOPSIA A;10;OPERACIONES EN EL RIÑON Y URETER;201.75;39.75;87;1;179;21934.4;01,01,01,02,01,01
10.01.08;TRATAMIENTO QUIRURGICO DE LA FISTULA LUMBAR CON RIÑON F;10;OPERACIONES EN EL RIÑON Y URETER;303;61.5;127.5;2;179;31476.8;01,01,01,02
10.01.09;BIOPSIA RENAL PERCUTANEA. PIELOGRAFIA PERCUTANEA.;10;OPERACIONES EN EL RIÑON Y URETER;39.75;;;;50;4693.87;01,01,01,02,01
10.01.10;PLASTIA DE LA UNION URETEROPIELICA. PIELOPLASTIA. PLAST;10;OPERACIONES EN EL RIÑON Y URETER;303;61.5;127.5;2;312;38493.8;01,01,01,02,01
10.01.11;DERIVACIONES URETERALES A : INTESTINO IN SITU (URETERO;10;OPERACIONES EN EL RIÑON Y URETER;252.75;51;104.25;2;312;34808.8;01,01,01,02
10.01.12;DERIVACIONES URETERALES A: PORCIONES INTESTINALES AISLA;10;OPERACIONES EN EL RIÑON Y URETER;425.25;84.75;159.75;2;362;49859.6;01,01,01,02
10.01.13;URETERECTOMIA PARCIAL.;10;OPERACIONES EN EL RIÑON Y URETER;228;45;104.25;2;222;28159.7;01,01,01,02
10.01.14;PIELOTOMIA. PIELOLITOTOMIA .URETEROTOMIA. URETEROSTOMIA;10;OPERACIONES EN EL RIÑON Y URETER;201.75;39.75;87;2;225;26417.2;01,01,01,02
10.01.15;EXTRACCION DE CALCULOS URETERALES O CUERPO EXTRAÑO POR;10;OPERACIONES EN EL RIÑON Y URETER;119.25;;80.25;;118;12393.3;01,01,01,02
10.01.16;TRATAMIENTO QUIRURGICO DE LA FISTULA URETEROINTESTINAL;10;OPERACIONES EN EL RIÑON Y URETER;303;61.5;127.5;2;225;33903.7;01,01,01,02
10.01.17;Nefrostomia percutanea con o sin nefroscopia;10;OPERACIONES EN EL RIÑON Y URETER;;0.01;;1;;0.52;01,01,01
10.01.18;Colocacion de pigtail o doble J endoscopico;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01,01,32
10.01.20;Retroperitoneooscopia;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01
10.01.21;Plastia union ureteropielica laparoscopica;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01
10.01.22;Nefrolitotomia percutanea;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01
10.01.23;Ureterolitotomia laparoscopica con pinza o dormia;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01
10.01.24;Ureterorrenoscopia con litotomia, litotricia y ectomia;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01
10.01.25;Litotricia extracorporea renal y/o ureteral;10;OPERACIONES EN EL RIÑON Y URETER;;1;;1;;51.72;01
10.02.01;CISTECTOMIA TOTAL CON DERIVACION URETERAL A ASA INTESTI;10;OPERACIONES EN LA VEJIGA;637.5;127.5;212.25;2;366;65470.3;01,01,01,02
10.02.02;CISTECTOMIA TOTAL CON DERIVACION URETRAL A INTESTINO IN;10;OPERACIONES EN LA VEJIGA;531.75;106.5;186;2;271;52816.4;01,01,01,02,01,01,01,01
10.02.03;CISTECTOMIA PARCIAL (DIVERTICULECTOMIA-RESECCION DEL CU;10;OPERACIONES EN LA VEJIGA;252.75;51;104.25;2;268;32487.3;01,01,01,02
10.02.04;CISTOPLASTIA (COLON O ILIOCISTOPLASTIA, AGRANDAMIENTO V;10;OPERACIONES EN LA VEJIGA;531.75;106.5;186;2;268;52658.2;01,01,01,02
10.02.05;CISTOPLASTIA PARA LA EXTROFIA VESICAL.;10;OPERACIONES EN LA VEJIGA;372.75;74.25;132.75;2;271;41257;01,01,01,02
10.02.06;TRATAMIENTO QUIRURGICO DE LA FISTULA VESICOINTESTINAL C;10;OPERACIONES EN LA VEJIGA;303;61.5;127.5;1;228;30881.2;01,01,01,02
10.02.07;TRATAMIENTO QUIRURGICO DE LA FISTULA VESICOCUTANEA.;10;OPERACIONES EN LA VEJIGA;201.75;39.75;87;1;228;24519.7;01,01,01,02
10.02.08;CISTOTOMIA CIELO ABIERTO (CUERPO EXTRAÑO - LITIASIS - D;10;OPERACIONES EN LA VEJIGA;119.25;30;80.25;1;122;14155.9;01,01,01,02
10.02.09;CISTOTOMIA POR PUNCION CON TROCAR. PUNCION EVACUADORA V;10;OPERACIONES EN LA VEJIGA;;;;;7;369.32;01,01,01,02,01
10.02.10;RESECCION ENDOSCOPICA DE CUELLO VESICAL, TUMORES VESICA;10;OPERACIONES EN LA VEJIGA;119.25;;80.25;;120;12498.8;01,01,01,02,01,01
10.02.11;TRATAMIENTO DE LA INCONTINENCIA DE ORINA EN LA MUJER PO;10;OPERACIONES EN LA VEJIGA;101.25;30;80.25;2;120;14671;01,01,01,02
10.02.12;TRATAMIENTO DE LA INCONTINENCIA DE ORINA (VIA ABDOMINAL;10;OPERACIONES EN LA VEJIGA;201.75;39.75;87;2;179;23990.3;01,01,01,02
10.02.13;TRATAMIENTO DE LA INCONTINENCIA DE ORINA EN LA MUJER PO;10;OPERACIONES EN LA VEJIGA;252.75;51;104.25;2;220;29954.9;01,01,01,02,01,01,01,01,01,01
10.03.01;EPISPADIAS O HIPOSPADIAS, POR TIEMPO OPERATORIO.;10;OPERACIONES EN LA URETRA;101.25;30;80.25;1;220;18395.5;01,01,01,02
10.03.02;URETROPLASTIA: POR TRAUMATISMO, CORRECCION DE FISTULA U;10;OPERACIONES EN LA URETRA;201.75;39.75;87;1;228;24519.7;01,01,01,02,01,01
10.03.03;URETROMIA EXTERNA (DERIVATIVA, POR EXTRACCION DE CALCUL;10;OPERACIONES EN LA URETRA;61.5;30;80.25;1;117;10905.3;01,01,01,02,01
10.03.04;URETRORRAFIA POR DESGARRO, HERIDA, ETC.;10;OPERACIONES EN LA URETRA;80.25;30;80.25;1;222;17414.8;01,01,01,02
10.03.05;MEATOTOMIA.;10;OPERACIONES EN LA URETRA;12.75;;;;26;2031.19;01,01,01,02
10.03.06;ELECTROCOAGULACION O RESECCION ENDOSCOPICA DE TUMORES U;10;OPERACIONES EN LA URETRA;61.5;;80.25;;117;9353.7;01,01,01,02
10.04.01;PROSTATECTOMIA RADICAL.;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;372.75;74.25;132.75;2;323;44000.5;01,01,01,02
10.04.02;ADENOMECTOMIA DE PROSTATA CON O SIN VASECTOMIA BILATERA;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;303;61.5;127.5;2;266;36066.9;01,01,01,02,01
10.04.03;RESECCION DE FIBROSIS Y CICATRICES DEL CUELLO DE LA VEJ;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;201.75;39.75;104.25;2;179;23990.3;01,01,01,02
10.04.04;RESECCION ENDOSCOPICA (TRANSURETRAL) DE PROSTATA. RESEC;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;201.75;;87;;268;24574.2;01,01,01,02,01
10.04.05;VESICULECTOMIA (COMO UNICA OPERACION) UNI O BILATERAL.;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;201.75;39.75;87;2;220;26153.5;01,01,01,02
10.04.06;PROSTATOMIA. DRENAJE.;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;61.5;;80.25;;179;12624.8;01,01,01,02
10.04.07;BIOPSIA PROSTATICA POR PUNCION.;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;12.75;;;;18;1609.11;01,01,01,02
10.04.10;Electrovaporización prostática;10;OPERACIONES EN LA PROSTATA Y VESICULAS SEMINALES;1980;;;;;16236;30
10.05.01;ORQUIDECTOMIA UNILATERAL COMPLETA CON VACIAMIENTO GANGL;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;531.75;106.5;186;2;268;52658.2;01,01,01,02
10.05.02;ORQUIDECTOMIA SUB-ALBUGINEA BILATERAL.;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;101.25;30;80.25;1;179;16232.3;01,01,01,02
10.05.03;ORQUIDECTOMIA UNILATERAL.;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;61.5;30;80.25;1;121;11116.3;01,01,01,02
10.05.04;ORQUIDOPEXIA UNILATERAL (CUALQUIERA FUERA LA TECNICA EM;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;201.75;39.75;87;1;179;21934.4;01,01,01,02
10.05.05;ORQUIDOPEXIA BILATERAL CON O SIN TRATAMIENTO DE HERNIA;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;303;61.5;127.5;1;220;30459.1;01,01,01,02
10.05.06;TRATAMIENTO QUIRURGICO DEL HIDROCELE, VARICOCELE, TORSI;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;80.25;30;80.25;1;120;12033.3;01,01,01,02,01,01,01,01
10.05.07;BIOPSIA DE TESTICULO.;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;39.75;30;80.25;1;120;9938.67;01,01,01,02
10.05.08;ESCROTOPLASTIA.;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;101.25;30;80.25;1;121;13172.2;01,01,01,02
10.05.09;DRENAJE DE ABSCESO TESTICULAR, ESCISION DE LESION LOCAL;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;21.75;;;;26;2496.67;01,01,01,02
10.05.10;PUNCION DE DERRAME ESCROTAL.;10;OPERACIONES EN TESTICULO, VAGINAL, CORDON ESPERMATICO Y;9;;;;26;1837.24;01,01,01,02
10.06.01;EPIDIDIMECTOMIA BILATERAL.;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;178.5;34.5;80.25;1;124;17558.6;01,01,01,02
10.06.02;EPIDIDIMECTOMIA UNILATERAL.;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;101.25;30;80.25;1;119;13066.7;01,01,01,02,01
10.06.03;EPIDIDIMOVASOSTOMIA, ANASTOMOSIS DE CONDUCTO DEFERENTE.;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;101.25;30;80.25;1;178;16179.5;01,01,01,02
10.06.04;EPIDIDIMOTOMIA Y DRENAJE.;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;21.75;;;;26;2496.67;01,01,01,02
10.06.05;ANASTOMOSIS DEL CONDUCTO DEFERENTE.;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;80.25;30;80.25;1;120;12033.3;01,01,01,02
10.06.06;BIOPSIA DEL EPIDIDIMO.;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;39.75;30;80.25;1;46;6034.43;01,01,01,02
10.06.07;VASECTOMIA, LIGADURA DE CONDUCTO DEFERENTE, UNI O BILAT;10;OPERACIONES EN EL EPIDIDIMO Y EN EL CONDUCTO DEFERENTE;1100;;;;;9020;30
10.07.01;AMPUTACION RADICAL O PARCIAL DE PENE CON VACIAMIENTO GA;10;OPERACIONES EN EL PENE;303;61.5;127.5;2;361;41079.1;01,01,01,02
10.07.02;AMPUTACION COMPLETA O PARCIAL DE PENE.;10;OPERACIONES EN EL PENE;119.25;30;80.25;1;223;19484.7;01,01,01,02
10.07.03;OPERACION PLASTICA DEL PENE (POR TIEMPO OPERATORIO).;10;OPERACIONES EN EL PENE;80.25;30;80.25;1;124;12244.4;01,01,01,02
10.07.04;ESCISION TOTAL DE LESION DE PENE.;10;OPERACIONES EN EL PENE;39.75;30;80.25;1;120;9938.67;01,01,01,02,01
10.07.05;BIOPSIA DE PENE.;10;OPERACIONES EN EL PENE;21.75;;;;26;2496.67;01,01,01,02,01
10.07.06;CAVERNOSTOMIA. PUNCION DE CUERPOS CAVERNOSOS.;10;OPERACIONES EN EL PENE;39.75;;;;26;3427.63;01,01,01,02
10.07.07;RESECCION DE ESCLEROSIS EN CUERPOS CAVERNOSOS.;10;OPERACIONES EN EL PENE;119.25;30;80.25;1;46;10146.2;01,01,01,02
10.07.08;SHUNT CAVERNO-ESPONJOSO O CAVERNO-SAFENO.;10;OPERACIONES EN EL PENE;201.75;39.75;87;2;124;21088.5;01,01,01,02
10.07.09;POSTIOPLASTIA (FIMOSIS) INCLUYE FRENULOTOMIA. ESCISION;10;OPERACIONES EN EL PENE;80.25;30;80.25;1;118;11927.8;01,01,01,02,01,01
10.07.10;CIRCUNCISION.;10;OPERACIONES EN EL PENE;39.75;30;80.25;1;74;7511.71;01,01,01,02
10.07.11;INCISION DORSAL O LATERAL DEL PREPUCIO. FRENULOTOMIA.;10;OPERACIONES EN EL PENE;21.75;;;;45;3499.11;01,01,01,02
10.10.10;Plastia union ureteropielica. (idem cod. 10.01.10);10;OPERACIONES EN EL PENE;;1;;1;;51.72;01
10.11.01;Colocacion de stent ureteral;10;OPERACIONES EN EL PENE;;1;;1;;51.72;01
10.11.02;tratamiento endoscopico de lesiones de prostata y;10;OPERACIONES EN EL PENE;;1;;1;;51.72;01
10.24.00;ESWL 1: Litotricia extracorporea con ondas de choque;10;OPERACIONES EN EL PENE;2395;;;;;23614.7;11
10.90.01;RTU de prostata;10;OPERACIONES EN EL PENE;1980;;;;;16236;30
10.90.02;RTU de vejiga;10;OPERACIONES EN EL PENE;1980;;;;;16236;30
10.90.03;RTU de Uretra;10;OPERACIONES EN EL PENE;1980;;;;;16236;30
11.01.01;VLP ginecologica diagnostica simple en hab.compartida;11;OPERACIONES EN OVARIO Y TROMPAS DE FALOPIO;1388.43;;;;;13689.9;11
